"challenge_id","question_id","question_text","answer_id","answer_text"
902,4307,"In the stated rule about transistor density, what interval is specified for doubling?",4307,every 24 months
902,4308,What limit is given for the SoCs used in smartphones?,4308,around 1W
902,4309,Which two operating systems are named as the main ones for smartphones today?,4309,iOS and Android
902,4310,"Due to tablets eschewing cellular modems, how is the time to market described?",4310,faster
902,4311,Which company is stated as the only one truly pursuing a vertically integrated model?,4311,Apple
903,4312,What date is given for the redesignation of Loop 13 from I-10 to I-35?,4312,"October 15, 1960"
903,4313,"At that time, what was the name for the project mentioned after War Office approval?",4313,Tritton Chaser
903,4314,The text states the “Great Debate” took place between which two years?,4314,792 and 794
903,4315,"WNUR Sports operates on its own budget, separate from what?",4315,WNUR operating budget
903,4316,"In the parenthetical sentence “(The report classifies a child as offspring of illegal immigrants if either parent is unauthorized.)”, what word describes either parent?",4316,unauthorized
904,4317,What exact count-and-event phrase is stated about how many dates they have had?,4317,3 court dates
904,4318,What is the stated weekly frequency for attending therapy?,4318,3 times a week
904,4319,What is the middle timepoint listed for administering the SRS test?,4319,at three months
904,4320,"In the statement about testing, what three words immediately follow the word ""when""?",4320,you tell us
904,4321,"What action is stated after the words ""I will be"" in the drugs-at-home sentence?",4321,calling the police
905,4322,What dollar figure is given for the 2020 CARES Act award received by Brainerd Lakes Regional Airport?,4322,"$17,955,696"
905,4323,What feet value is listed as the elevation for Brainerd Lakes Regional Airport?,4323,"1,232 feet"
905,4324,Which year is stated for when the Salt Lake City Air Route Traffic Control Center began operation?,4324,1939
905,4325,What number is given in the route identifier for the TRAX Green Line?,4325,704
905,4326,Which specific type of lot is explicitly stated as missing at 900 South?,4326,Park and Ride lot
906,4327,What minimum spending range did Josh give for the boots?,4327,500 - 600 minimum
906,4328,What did Jay type as the specific day for the birthday visit?,4328,nov. 15th
906,4329,Until what time is the exhibition open?,4329,3 PM
906,4330,"In Rob’s statement, what do vegans not eat?",4330,any animal products
906,4331,"Under what condition does John say to show them ""this one""?",4331,If they hate the vibrant version
907,4332,What year is stated for the official adoption of the current state flag of Western Australia?,4332,1953
907,4333,What birth date is given for Rod Stewart?,4333,"January 10, 1945"
907,4334,"According to the architecture passage, bay comes from which phrase?",4334,Old French baee
907,4335,"In the Netto passage under Denmark, what number of stores is stated as the present total?",4335,442
907,4336,"If the 22nd falls on a Sunday, on what day does the Old Colony Club hold the celebration?",4336,following Monday
908,4337,In what location was Demos Yu-bou Chiang born?,4337,"Taipei, Taiwan"
908,4338,Which month and year are given for founding DEM Inc.?,4338,July 2003
908,4339,John Adams was the father-in-law of whom?,4339,Henry Newton
908,4340,What is the age limit listed for Wuschua School for the Common People?,4340,14 or older
908,4341,On what date was Chiang Fang-liang's funeral held?,4341,27 December 2004
909,4342,Which city and state are named for where South Coast Plaza is located?,4342,"Costa Mesa, California"
909,4343,What square-footage figure is given for North Shore Square?,4343,"621,192-square-foot"
909,4344,What name is stated for the pedestrian bridge?,4344,Bridge of Gardens
909,4345,"In the clause containing the words “second only to”, which shopping center name appears next?",4345,Westfield Valley Fair
909,4346,"When the Sunrise Center was demolished, which store is mentioned as remaining?",4346,Jordan Marsh store
910,4347,What time is stated for the fastest driver in the first practice session?,4347,47.788
910,4348,Which identifier is quoted as being used in the SOE?,4348,Agent 24
910,4349,What is the stated fee mentioned for returning to Blackburn in 2007?,4349,£2.2 million
910,4350,Which person is named as calling the Oslo Gang the best group of saboteurs in Europe?,4350,William Mackenzie
910,4351,The new large door on the right side has what explicitly stated exception?,4351,the prototype
911,4352,What situation is stated as the trigger for CurlON choosing Team Homan for the Scotties instead?,4352,if Homan wasn't selected
911,4353,"In the ISO accuracy standard passage, results must meet the stated limits at least what percentage of the time?",4353,95%
911,4354,What date is given for when the sale received FCC approval?,4354,"September 16, 2019"
911,4355,What parenthesized year range is shown for the span described as “over twenty years”?,4355,1911–1932
911,4356,Which censored version is stated to take the place of the original track on the reissue?,4356,"""Let's Get It Started"""
912,4357,How many watched the national final in Austria?,4357,"630,000"
912,4358,What date is given for when Austria's Eurovision Song Contest 2005 semi-final took place?,4358,19 May 2005
912,4359,Whose stage name is Caspar Babypants?,4359,Chris Ballew
912,4360,What is the title of the 17th album?,4360,BUG OUT!
912,4361,"In the rules text, what quoted label groups France, Germany, Spain and the United Kingdom?",4361,Big Four
913,4362,What was Cristina Pacheco born as?,4362,Cristina Romo Hernández
913,4363,In what year did the building begin its life as the Cine Lido cinema?,4363,1942
913,4364,Which company is stated as owning Zero Hour! at the time described?,4364,Paramount Pictures
913,4365,Which meal choice did a doctor aboard determine was the cause of the passengers and co-pilot feeling sick?,4365,the fish
913,4366,"Complete the phrase: ""he did all the serial killings he is accused of ____""",4366,except one
914,4367,Which individuals are named as having produced this work?,4367,John Bickers and Dagny
914,4368,Who is credited with the translation?,4368,Katharine Prescott Wormeley
914,4369,"In 1832, Fougeres lived on which street?",4369,rue de Navarin
914,4370,"Complete the phrase: ""Without selection by the Academy there will be no ____"".",4370,Salon
914,4371,"In the picture gallery, some items were covered with what?",4371,green baize curtains
915,4372,Which destroyer is associated with the designation “(DDG 78)”?,4372,USS Porter
915,4373,What parenthetical time appears immediately after “3:45 a.m.”?,4373,0045 GMT
915,4374,Pelosi and Durbin said any escalation would require what?,4374,approval of Congress
915,4375,Bolivia asked that the talks be held where?,4375,behind closed doors
915,4376,"In the phrase about the 2013 letter, how many colleagues are mentioned alongside Blackburn?",4376,more than 100
916,4377,What number is stated as the price for the full weekend (3-6)?,4377,200
916,4378,What must be used to record when using Windows PC/laptop or Macbook?,4378,an external microphone
916,4379,Until what time (including the time zone) is the deadline extended?,4379,"midnight 17th May, CET"
916,4380,What will John get as soon as the new guy’s in?,4380,a week off
916,4381,Which place is described as being behind the old cafeteria?,4381,the mosque
917,4382,What time were the Obama-Boehner-Reid talks scheduled to begin?,4382,7:00 p.m. Eastern
917,4383,What is the current Congressional salary stated in the transcript?,4383,"$174,000 a year"
917,4384,To what did Cathie Black's approval rating plunge?,4384,17 percent
917,4385,"In the TEPCO statement, what phrase describes what happened to the radiation levels?",4385,dropped dramatically
917,4386,"In the shutdown example, what would you get if it starts on the 8th and goes for a week?",4386,a half a check
918,4387,What time does Nelly say she has the bus?,4387,10:25
918,4388,What phone number is given for the provider?,4388,01632 960023
918,4389,"In the saxophone chat, what is the cost stated for a new one?",4389,1000 dollars
918,4390,Which option is recommended for nails to last longer?,4390,Acrylic
918,4391,Which day is mentioned as the requirement for Peter to attend the drinking plan?,4391,Saturday
919,4392,"According to the chat, what time is Hunter expected to land?",4392,15.00
919,4393,What colour model does Veronica say she is getting?,4393,rose gold
919,4394,Veronica says the storage capacity depends on what?,4394,the price
919,4395,"If Anderson doesn’t make a new order in the next few weeks, what does Patrick want to issue?",4395,invoice
919,4396,Susan states she is vegetarian; what does she name as the exception?,4396,chickens
920,4397,What number appears for the pitches thrown by Pedro Martínez to that point?,4397,118
920,4398,What date is given for Edward Caniglia's heated argument in his home?,4398,"August 20, 2015"
920,4399,What is the stated height of the chute described before the plunge?,4399,48.5-foot tall
920,4400,A graph can be 3-colored if and only if the complement of one of its maximal independent sets is what?,4400,bipartite
920,4401,"If the cutoff is allowed to go to infinity, the Landau pole can be avoided only if the renormalized coupling does what?",4401,runs to zero
921,4402,What date is given for when the episode aired on ABC in the United States?,4402,"April 1, 2009"
921,4403,SNICK is stated to be short for what?,4403,Saturday Night Nickelodeon
921,4404,What amount is stated as the sum paid to earn the rights to the shows?,4404,$40 million
921,4405,What premiere date is given for the series that was greenlit for its own run?,4405,"July 19, 2002"
921,4406,"In the stated exception about the original lineup, which show is named as being replaced?",4406,Roundhouse
922,4407,What exact time did Laura say she should get there (assuming no traffic)?,4407,4.15
922,4408,Which level did Sue say the hairdresser is located on?,4408,second floor
922,4409,What did Diana say she bought as a set?,4409,four ties
922,4410,"According to Blair, what does ""VR"" stand for?",4410,virtual reality
922,4411,What latest-time constraint did Tom mention for returning it in one piece?,4411,before 1
923,4412,"In the write_vertStat_img function signature, what is the default setting shown for the density correction parameter?",4412,density_corr = 1
923,4413,What file extension string appears as the default value for the imgext parameter?,4413,.nii.gz
923,4414,"In the calc_indirect function signature, what is the default value for alg?",4414,aroian
923,4415,"When mask_index is not None in import_voxel_neuroimage, what exact return statement is used immediately after masking?",4415,return image_data
923,4416,"In the error message print(""Error: data format must be short or long.""), what are the two allowed data format options?",4416,short or long
924,4417,In what year did Daniel Albright complete his undergraduate studies at Rice?,4417,1967
924,4418,"At the St. John's Cathedral Boys' School, how much do parents pay per year in tuition?",4418,$1700 dollars
924,4419,"In Finland, who is obliged to take all cases to a court where more than two persons are married to each other?",4419,official prosecutor
924,4420,"Since 2021, Sweden no longer recognizes foreign polygamous marriages, save in what?",4420,exceptional circumstances
924,4421,Epsilon’s name comes from which backup naming lists for the NHC?,4421,Greek Alphabet
925,4422,"What date appears inside parentheses after the name ""Lucy Alexis Liu""?",4422,"December 2, 1968"
925,4423,"In the first sentence about Nerdland, which person is named after the words ""directed by""?",4423,Chris Prynoski
925,4424,"In the Crash Pad release sentence, which date follows the phrase ""video on demand on""?",4424,"September 25, 2017"
925,4425,"For Ultra Warrior, what name appears immediately after the words ""also known as""?",4425,Welcome to Oblivion
925,4426,"What cost limit is stated for Lionsgate's ten ""microbudget"" projects?",4426,under $2 million
926,4427,Who is stated as the director of the film titled “Autohead”?,4427,Rohit Mittal
926,4428,What Rotten Tomatoes approval score is reported for Spy Kids 2: The Island of Lost Dreams?,4428,75%
926,4429,On what date is the Denmark cinema release stated for “The Keeper of Lost Causes”?,4429,3 October 2013
926,4430,"In the Department Q film series statement, which title comes immediately after “The Keeper of Lost Causes”?",4430,The Absent One
926,4431,"In April 2011, Spy Kids 3-D: Game Over was re-released on DVD, but only in what format?",4431,2D
927,4432,What is the stated maximum duration for short term assignments?,4432,6 months
927,4433,In which year did Drummond-Webb graduate from the University of the Witwatersrand?,4433,1982
927,4434,On what date did Maine hold its election for the 1936 United States House of Representatives elections?,4434,September 14
927,4435,"What Greek-language meaning is quoted for ""epitaxy""?",4435,arrangement upon
927,4436,General Order No. 8 required announcements not less than once during each how many minutes of transmission?,4436,15 minutes
928,4437,Which year is stated for John Allen receiving his bachelor's degree?,4437,1928
928,4438,Which actor is stated as the model for D'Amour on the cover for Hellraiser #18?,4438,Thomas Jane
928,4439,What number is stated for Raleigh's hearths in the quoted hearth-tax passage?,4439,24
928,4440,What was the Combat Tracker Team renamed as in the sentence that includes 1985?,4440,Rapid Deployment Force (RDF) (Special Force)
928,4441,"What three-word sequence appears immediately after the words ""will not return his love""?",4441,unless he proves
929,4442,The wrong winner was announced during the live final of which numbered series?,4442,sixth series
929,4443,Who crowned Kelsey Martinovich the winner?,4443,Sarah Murdoch
929,4444,What word is used for inflammation of the lacrimal-glands?,4444,dacryoadenitis
929,4445,"In some areas, what was mandated to be used?",4445,only natural materials
